[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
[189 59 250 13],[64 212],
