3396937020,-17064,
3404487996,-17064,
3404487996,-17064,
219019835,-300,
219019835,-300,
219019835,-300,
219019835,-300,
3396937020,-17064,
251658240,-15759,
3396937020,-17064,
251658240,-15759,
3404487996,-17064,
3404487996,-17064,
3404487996,-17064,
3396937020,-17064,
251658240,-15759,
3404487996,-17064,
219019835,-300,
2113473805,-16001,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
219019835,-300,
219019835,-300,
219019835,-300,
2113146125,-16026,
251658240,-15759,
3396937020,-17064,
3396937020,-17064,
3396937020,-17064,
218995775,5951,
3396937020,-17064,
3396937020,-17064,
3404487996,-17064,
251658240,-15759,
3404487996,-17064,
3396937020,-17064,
219019835,-300,
1019306790,-12484,
251658240,-15759,
3396937020,-17064,
3396937020,-17064,
3396937020,-17064,
251658240,-15759,
3404487996,-17064,
3396937020,-17064,
3404487996,-17064,
219019835,-300,
3404487996,-17064,
219019835,-300,
3404487996,-17064,
251658240,-15759,
219019835,-300,
3404487996,-17064,
219019835,-300,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
3396937020,-17064,
219019835,-300,
251658240,-15759,
3404487996,-17064,
251658240,-15759,
219019835,-300,
3404487996,-17064,
251658240,-15759,
219019835,-300,
251658240,-15759,
219019835,-300,
218995775,5951,
3396937020,-17064,
3396937020,-17064,
3404487996,-17064,
2113211661,-16001,
219019835,-300,
3404487996,-17064,
251658240,-15759,
3404487996,-17064,
219019835,-300,
3404487996,-17064,
3396937020,-17064,
219019835,-300,
219019835,-300,
3404487996,-17064,
3404487996,-17064,
3404487996,-17064,
219019835,-300,
251658240,-15759,
3404487996,-17064,
251658240,-15759,
251658240,-15759,
251658240,-15759,
3396937020,-17064,
3404487996,-17064,
219019835,-300,
3396937020,-17064,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
3404487996,-17064,
218995775,5951,
3396937020,-17064,
251658240,-15759,
219019835,-300,
251658240,-15759,
3396937020,-17064,
251658240,-15759,
251658240,-15759,
3404487996,-17064,
219019835,-300,
3404487996,-17064,
251658240,-15759,
3404487996,-17064,
219019835,-300,
219019835,-300,
3396937020,-17064,
251658240,-15759,
3404487996,-17064,
251658240,-15759,
3396937020,-17064,
3396937020,-17064,
3396937020,-17064,
251658240,-15759,
3404487996,-17064,
3404487996,-17064,
3396937020,-17064,
251658240,-15759,
251658240,-15759,
3404487996,-17064,
251658240,-15759,
219019835,-300,
3404487996,-17064,
3404487996,-17064,
3396937020,-17064,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
218995775,5951,
3396937020,-17064,
3396937020,-17064,
251658240,-15759,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
251658240,-15759,
3396937020,-17064,
3396937020,-17064,
251658240,-15759,
3404487996,-17064,
251658240,-15759,
3404487996,-17064,
251658240,-15759,
219019835,-300,
3404487996,-17064,
219019835,-300,
219019835,-300,
3396937020,-17064,
3396937020,-17064,
219019835,-300,
219019835,-300,
251658240,-15759,
3404487996,-17064,
251658240,-15759,
218995775,5951,
218995775,5951,
3396937020,-17064,
251658240,-15759,
219019835,-300,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
3404487996,-17064,
218995775,5951,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
219019835,-300,
219019835,-300,
3404487996,-17064,
218995775,5951,
219019835,-300,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
3396937020,-17064,
3404487996,-17064,
218995775,5951,
3396937020,-17064,
218995775,5951,
3396937020,-17064,
251658240,-15759,
218995775,5951,
3396937020,-17064,
3404487996,-17064,
3404487996,-17064,
3404487996,-17064,
3396937020,-17064,
3404487996,-17064,
3396937020,-17064,
3404487996,-17064,
3396937020,-17064,
251658240,-15759,
218995775,5951,
3396937020,-17064,
219019835,-300,
219019835,-300,
251658240,-15759,
251658240,-15759,
251658240,-15759,
219019835,-300,
3404487996,-17064,
251658240,-15759,
219019835,-300,
3404487996,-17064,
3404487996,-17064,
251658240,-15759,
3404487996,-17064,
251658240,-15759,
219019835,-300,
219019835,-300,
3404487996,-17064,
251658240,-15759,
251658240,-15759,
219019835,-300,
3404487996,-17064,
3404487996,-17064,
218995775,5951,
3404487996,-17064,
219019835,-300,
251658240,-15759,
251658240,-15759,
