444643894,0.99807036,0.053207666,-0.014674401,0.028448094,
444649045,0.99807054,0.053202413,-0.014675436,0.028450795,
444654047,0.9980705,0.053204708,-0.014676479,0.028447729,
444660045,0.99807066,0.053200614,-0.014678908,0.028447168,
444665045,0.9980705,0.053206686,-0.014680823,0.028442506,
444670047,0.9980706,0.053199936,-0.014686271,0.028447082,
444675045,0.9980703,0.0532075,-0.014684978,0.028443143,
444680045,0.9980704,0.05320437,-0.014684834,0.028444868,
444443904,0.9980725,0.05315495,-0.014680511,0.028467841,
444449045,0.9980725,0.053155553,-0.0146795865,0.028466992,
444454046,0.9980721,0.053165726,-0.014676034,0.028462142,
444460045,0.99807245,0.05315943,-0.014676484,0.028463263,
444465045,0.99807215,0.053165916,-0.014675867,0.02846141,
444470045,0.9980722,0.053162195,-0.014675347,0.028465813,
444475046,0.99807173,0.05317351,-0.014675042,0.028462408,
444563920,0.998071,0.05318912,-0.014676895,0.028456347,
444569045,0.9980709,0.053189136,-0.0146761825,0.028459208,
444574046,0.9980705,0.05320084,-0.014671107,0.028456595,
444580045,0.9980708,0.053194102,-0.014674761,0.028457537,
444585046,0.9980705,0.05320115,-0.014675193,0.028455634,
444590045,0.9980704,0.053199016,-0.014674655,0.028460592,
444595045,0.99807054,0.053203456,-0.01467205,0.028450288,
444600047,0.99807066,0.053199798,-0.0146724805,0.02845251,
444523920,0.9980712,0.053179957,-0.014684497,0.028464667,
444683920,0.9980701,0.05320985,-0.014686991,0.028444454,
444529045,0.9980713,0.053177763,-0.014680069,0.028466634,
444689045,0.99806994,0.05321238,-0.014682066,0.02844971,
444694045,0.9980698,0.053216778,-0.014681957,0.028446203,
444700045,0.9980699,9.4604435e-37,NaN,-3.7120564e-38,
439762815,0.99806964,0.053220235,-0.014683122,0.028442236,
444710045,0.99806964,0.053220186,-0.014679753,0.028445244,
444803896,0.99806833,0.053248834,-0.014685535,0.028436098,
444763904,0.99806905,0.053229928,-0.014688121,0.028445086,
444809045,0.9980684,0.053246737,-0.014684885,0.028438931,
444843919,0.99806803,0.05326247,-0.014681752,0.028421763,
444814046,0.9980682,0.05325321,-0.014681972,0.028434003,
444820045,0.9980684,0.053248137,-0.014687679,0.028434323,
444825046,0.9980683,0.053253,-0.01468428,0.028429396,
444534046,0.99807096,0.053184707,-0.014677367,0.028465964,
444830045,0.99806833,0.05325256,-0.014683946,0.028429039,
444835046,0.99806786,0.053264268,-0.0146788405,0.028425895,
444769045,0.9980688,0.053231608,-0.01469008,0.028448895,
444840045,0.998068,0.053263333,-0.014678968,0.0284239,
444774046,0.9980684,0.053241305,-0.014688727,0.02844499,
444780045,0.9980685,0.053238865,-0.014692679,0.028443841,
444723896,0.99806947,0.053223263,-0.014684476,0.02844391,
444785046,0.9980684,0.05324536,-0.01468971,0.02843785,
444729045,0.99806947,0.05322276,-0.014683752,0.028446237,
444540045,0.9980712,0.05317917,-0.0146851875,0.028465632,
444849045,0.9980681,0.053260818,-0.014678457,0.028425278,
444545045,0.9980711,0.05318619,-0.014681644,0.028459145,
444854045,0.9980678,0.053267844,-0.014677797,0.028422901,
444550045,0.9980714,0.05318092,-0.014679823,0.028458267,
444555045,0.99807113,0.05318951,-0.0146763185,0.028453398,
444560045,0.9980711,0.053187396,-0.014676844,0.028458301,
444734047,0.99806917,0.053230304,-0.014682546,0.028443895,
444740045,0.9980692,0.0532263,-0.014688753,0.028444199,
444745045,0.99806887,0.053234905,-0.014687546,0.028442407,
444750045,0.9980689,0.053232174,-0.014683749,0.028445933,
444755046,0.99806887,0.05323813,-0.014680823,0.028440466,
444760045,0.998069,0.053232946,-0.014683985,0.028443053,
444860045,0.998068,0.053261597,-0.014681549,0.028425975,
444480045,0.9980718,0.05316989,-0.014677653,0.028465576,
444603896,0.9980706,0.053201616,-0.014675694,0.028449856,
444609045,0.99807054,0.053197958,-0.014678477,0.028456217,
444614046,0.99807054,0.053201348,-0.014678819,0.028450541,
444620045,0.99807054,0.053198352,-0.014684018,0.028452516,
444625045,0.9980705,0.053201146,-0.014683422,0.028449014,
444630045,0.9980705,0.053201158,-0.014681591,0.028450875,
444635046,0.99807024,0.053207602,-0.014678792,0.02844807,
444640045,0.9980704,0.053205997,-0.014675327,0.028448394,
444790045,0.99806863,0.05324163,-0.014686306,0.028438147,
444883919,0.99806756,0.05327247,-0.014687089,0.028416486,
444715046,0.9980695,0.05322399,-0.01467871,0.02844391,
444720045,0.9980695,0.05322102,-0.014685,0.02844636,
444865046,0.99806756,0.05327242,-0.014681116,0.028419903,
444870045,0.9980677,0.05326984,-0.014682047,0.028422112,
444875046,0.9980674,0.053274825,-0.014684636,0.028419528,
444889045,0.9980674,0.053274106,-0.014686894,0.02841988,
444795046,0.99806833,0.053248145,-0.014686192,0.028435733,
444894045,0.998067,0.053283345,-0.014688215,0.028415829,
444800045,0.99806845,0.05324505,-0.01468767,0.028437907,
444900045,0.998067,0.0532819,-0.014690626,0.028416377,
444905045,0.99806684,0.053288404,-0.014688777,0.028411388,
444910045,0.99806684,0.05328841,-0.014686387,0.028412746,
444915046,0.99806666,0.05329434,-0.0146835465,0.02840887,
